City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
447,Taseyevo,RU,57.2169,94.8978,19.36,86,100,8.79,overcast clouds
448,Goias,BR,-15.5807,-49.6362,67.41,96,100,5.03,overcast clouds
449,Kharan,PK,28.5833,65.4167,53.67,48,65,3.42,broken clouds
450,Imeni Poliny Osipenko,RU,52.4201,136.4853,-18.89,96,66,3.15,broken clouds
451,Les Escoumins,CA,48.1111,-69.0236,18.75,95,100,5.53,overcast clouds
452,Padang,ID,-0.9492,100.3543,80.65,71,100,5.82,overcast clouds
453,Serenje,ZM,-13.2325,30.2352,64.38,95,100,3.65,light rain
454,Kaili,ID,-3.4626,120.2147,75.65,81,100,2.13,overcast clouds
455,Canete,CL,-37.8,-73.4,51.98,68,0,5.66,clear sky
456,Mayo,US,38.8876,-76.5119,39.15,64,0,8.05,clear sky
457,Karratha,AU,-20.7377,116.8463,91.87,50,0,13.85,clear sky
458,Turukhansk,RU,65.8167,87.9833,12.7,95,100,8.93,light snow
459,Poienile De Sub Munte,RO,47.8167,24.4333,29.93,78,100,5.48,overcast clouds
460,Kuryk,KZ,43.2,51.65,37.92,46,20,17.74,few clouds
461,Turayf,SA,31.6725,38.6637,53.85,54,20,19.57,few clouds
462,Lashio,MM,22.9333,97.75,83.1,25,5,3.22,clear sky
463,Kidal,ML,18.4411,1.4078,54.01,16,29,9.22,scattered clouds
464,Keti Bandar,PK,24.1447,67.4497,71.53,16,0,16.22,clear sky
465,Lahaina,US,20.8783,-156.6825,71.8,99,100,13.85,light rain
466,Manaure,CO,11.7751,-72.4445,74.07,82,7,11.43,clear sky
467,Tara,RU,56.8944,74.371,21.63,95,100,10.58,light snow
468,Meulaboh,ID,4.1363,96.1285,84.51,68,91,9.01,overcast clouds
469,Norfolk,US,42.1668,-71.2495,32.88,88,0,1.01,clear sky
470,Clarence Town,AU,-32.5833,151.7833,86.61,50,3,11.01,clear sky
471,Placerville,US,38.7296,-120.7986,45.63,82,0,1.01,clear sky
472,Tynda,RU,55.1667,124.7167,-17.64,94,6,0.89,clear sky
473,Chimbote,PE,-9.0853,-78.5783,68.97,86,100,3.51,overcast clouds
474,Sur,OM,22.5667,59.5289,71.24,62,4,12.53,light rain
475,Ajacuba,MX,20.0875,-99.1125,46.11,86,3,1.07,clear sky
476,Karatuzskoye,RU,53.6072,92.8667,26.58,71,100,11.3,light snow
477,Imbituba,BR,-28.24,-48.6703,71.01,86,7,11.88,clear sky
478,Williston,US,48.147,-103.618,3.94,98,78,5.44,broken clouds
479,Caravelas,BR,-17.7125,-39.2481,74.03,93,100,4.23,overcast clouds
480,Alyangula,AU,-13.8483,136.4192,80.01,85,100,10.76,light rain
481,Yeniseysk,RU,58.4497,92.1703,17.92,93,100,6.82,overcast clouds
482,Saint-Maximin-La-Sainte-Baume,FR,43.4521,5.8622,42.19,74,100,2.71,overcast clouds
483,Changji,CN,44.0167,87.3167,11.19,67,33,2.24,scattered clouds
484,Kaura Namoda,NG,12.5898,6.5779,75.6,17,100,1.05,overcast clouds
485,Boende,CD,-0.2167,20.8667,79.93,62,80,4.38,broken clouds
486,Westport,US,41.1415,-73.3579,39.02,72,0,13.8,clear sky
487,Ranong,TH,9.9658,98.6348,85.93,57,59,14.32,broken clouds
488,Nanortalik,GL,60.1432,-45.2371,30.97,95,100,18.72,snow
489,Kaita,JP,34.3667,132.55,36.95,59,93,16.82,overcast clouds
490,Mandalgovi,MN,45.7625,106.2708,22.5,40,7,16.64,clear sky
491,Idrinskoye,RU,54.3708,92.1358,25.16,92,100,7.65,light snow
492,Mala,PE,-12.6581,-76.6308,70.66,87,100,3.85,overcast clouds
493,Tonekabon,IR,36.8163,50.8738,51.75,56,0,5.66,clear sky
494,San Quintin,MX,30.4833,-115.95,54.61,49,100,1.68,overcast clouds
495,Ponta Delgada,PT,37.7333,-25.6667,54.32,87,40,11.5,scattered clouds
496,Tottori,JP,35.5,134.2333,33.87,80,75,19.57,light snow
497,Plastun,RU,44.7561,136.2939,1.56,57,2,12.91,clear sky
498,Abha,SA,18.2164,42.5053,59.25,31,0,13.8,clear sky
499,Isangel,VU,-19.55,169.2667,82.17,80,90,5.5,overcast clouds
500,Birao,CF,10.2849,22.7882,78.62,10,76,12.21,broken clouds
501,Puerto Carreno,CO,6.189,-67.4859,72.27,66,80,11.95,broken clouds
502,Paamiut,GL,61.994,-49.6678,30.56,84,100,25.84,light snow
503,Sulangan,PH,11.1373,123.7228,78.82,88,100,24.92,overcast clouds
504,Xining,CN,36.6167,101.7667,30.18,19,6,2.35,clear sky
505,Roros,NO,62.5747,11.3842,21.04,93,100,4.61,light snow
506,Bacolod,PH,10.6667,122.95,78.12,88,100,15.73,overcast clouds
507,San Buenaventura,MX,27.0833,-101.5333,50.0,73,100,2.46,overcast clouds
508,Kontagora,NG,10.3999,5.4695,76.82,24,67,2.19,broken clouds
509,Bintulu,MY,3.1667,113.0333,86.41,74,40,5.75,scattered clouds
510,Dakar,SN,14.6937,-17.4441,76.08,57,8,20.29,clear sky
511,Sanandaj,IR,35.3144,46.9923,24.82,74,100,9.22,overcast clouds
512,Camopi,GF,3.1655,-52.3158,68.4,99,100,2.01,overcast clouds
513,Bonthe,SL,7.5264,-12.505,75.07,93,84,1.16,broken clouds
514,Yanam,IN,16.7333,82.2167,85.53,38,5,7.49,clear sky
515,Vila Franca Do Campo,PT,37.7167,-25.4333,54.01,85,78,10.31,light rain
516,Malanville,BJ,11.8685,3.3899,73.94,16,93,6.73,overcast clouds
517,Portland,US,45.5234,-122.6762,47.61,93,100,3.0,overcast clouds
518,Alhandra,BR,-7.4386,-34.9144,77.22,82,18,7.83,few clouds
519,Manakara,MG,-22.1333,48.0167,85.17,72,78,0.56,broken clouds
520,Teahupoo,PF,-17.8333,-149.2667,75.16,78,30,13.38,scattered clouds
521,Inhambane,MZ,-23.865,35.3833,85.98,70,40,11.5,scattered clouds
522,Qasigiannguit,GL,68.8193,-51.1922,10.65,83,100,8.52,overcast clouds
523,Stege,DK,54.987,12.2846,33.67,80,71,10.69,broken clouds
524,Montepuez,MZ,-13.1256,38.9997,78.21,77,100,8.37,overcast clouds
525,Orchard Homes,US,46.8633,-114.0484,29.28,95,100,13.0,snow
526,Matale,LK,7.4721,80.6234,85.35,42,44,5.59,scattered clouds
527,Lircay,PE,-12.9896,-74.7205,48.49,94,100,3.78,light rain
528,Muzhi,RU,65.3667,64.6667,15.24,83,100,9.71,overcast clouds
529,Vardo,NO,70.3705,31.1107,34.7,98,100,13.94,snow
530,Nioro,GM,13.35,-15.75,73.47,20,78,5.99,broken clouds
531,Bokoro,TD,12.3807,17.0568,79.61,13,47,9.48,scattered clouds
532,Namibe,AO,-15.1961,12.1522,75.47,76,99,1.99,overcast clouds
533,Aktau,KZ,43.65,51.2,34.38,48,55,17.02,broken clouds
534,Lapua,FI,62.9693,23.0088,32.68,87,100,13.91,overcast clouds
535,Guaira,BR,-20.3183,-48.3106,66.94,95,81,4.94,broken clouds
536,Harwich,GB,51.9419,1.2844,37.0,85,91,1.01,overcast clouds
537,Tautira,PF,-17.7333,-149.15,80.64,77,30,12.95,scattered clouds
538,San Patricio,US,28.017,-97.5169,64.26,94,100,5.79,overcast clouds
539,Sayyan,YE,15.1718,44.3244,54.68,51,8,3.22,clear sky
540,Mpika,ZM,-11.8343,31.4529,65.97,92,100,1.7,light rain
541,Killybegs,IE,54.6333,-8.45,45.05,84,100,3.06,overcast clouds
542,Zhigansk,RU,66.7697,123.3711,-48.42,100,58,1.3,broken clouds
543,Balikpapan,ID,-1.2675,116.8289,85.19,70,20,3.44,few clouds
544,Natal,BR,-5.795,-35.2094,77.22,83,20,5.75,few clouds
545,Samana,DO,19.2056,-69.3369,74.66,64,100,10.2,overcast clouds
546,Joshimath,IN,30.5667,79.5667,60.67,23,0,2.28,clear sky
547,Pangkalanbuun,ID,-2.6833,111.6167,85.28,71,67,6.6,broken clouds
548,Bhadrachalam,IN,17.6667,80.8833,90.5,25,79,2.73,broken clouds
549,Nishihara,JP,26.1842,127.7558,56.86,65,75,26.46,broken clouds
550,Miracema Do Tocantins,BR,-9.5618,-48.3967,70.18,96,100,2.21,overcast clouds
551,Alice Springs,AU,-23.7,133.8833,92.75,40,100,13.8,overcast clouds
552,Kuusamo,FI,65.9667,29.1833,26.64,86,100,16.11,overcast clouds
553,Hajipur,IN,25.6833,85.2167,69.78,73,40,3.44,mist
554,Upala,CR,10.8979,-85.0145,73.15,95,89,8.05,overcast clouds
555,Niksic,ME,42.7731,18.9445,39.06,81,28,5.5,scattered clouds
556,Plouzane,FR,48.3833,-4.6167,43.12,73,100,6.91,overcast clouds
557,Chivolo,CO,10.025,-74.6228,70.93,82,12,2.66,few clouds
558,Berlevag,NO,70.8578,29.0864,35.6,80,100,17.27,overcast clouds
559,Triolet,MU,-20.0547,57.5453,84.27,78,71,7.0,light rain
560,Kieta,PG,-6.2167,155.6333,82.18,79,87,1.9,light rain
561,La Orilla,MX,17.9833,-102.2333,68.97,67,0,4.27,clear sky
562,Merauke,ID,-8.4667,140.3333,83.97,72,100,8.39,overcast clouds
563,Zlutice,CZ,50.0919,13.163,30.09,96,84,3.6,broken clouds
564,Vao,NC,-22.6667,167.4833,76.32,74,100,11.54,light rain
565,Springville,US,40.1652,-111.6107,35.31,82,100,3.44,overcast clouds
566,Inta,RU,66.0317,60.1659,16.2,93,100,18.66,light snow
567,Mersin,TR,36.862,34.6509,54.55,69,98,11.9,overcast clouds
568,Nanchang,CN,28.6833,115.8833,48.04,19,0,8.75,clear sky
569,Ardakan,IR,32.31,54.0175,40.77,47,0,0.76,clear sky
570,Aykhal,RU,66.0,111.5,-30.75,100,94,4.0,overcast clouds
571,Tahta,EG,26.7693,31.5021,69.57,25,6,11.12,clear sky
572,Brownsville,US,25.9018,-97.4975,63.99,98,100,3.44,overcast clouds
573,Twentynine Palms,US,34.1356,-116.0542,52.07,32,0,3.96,clear sky
574,Ambon,ID,-3.6954,128.1814,87.94,66,40,8.05,scattered clouds
575,Oussouye,SN,12.485,-16.5469,71.69,52,52,5.14,broken clouds
576,Tommot,RU,58.9564,126.2925,-25.11,96,19,0.85,few clouds
577,Luau,AO,-10.7073,22.2247,66.07,94,100,2.42,overcast clouds
578,Kologriv,RU,58.8275,44.3178,4.35,100,100,3.11,overcast clouds
579,Launceston,AU,-41.45,147.1667,74.84,62,97,19.57,overcast clouds
580,Tyukhtet,RU,56.5389,89.3011,19.35,93,100,13.15,light snow
581,Poquoson,US,37.1224,-76.3458,38.07,68,0,6.91,clear sky
582,Corralillo,CU,22.9819,-80.5856,73.13,85,64,11.39,moderate rain
583,Port Lincoln,AU,-34.7333,135.8667,64.49,91,100,8.32,moderate rain
584,Pompeia,BR,-22.1086,-50.1717,68.59,90,2,3.89,clear sky
585,Aguas Vermelhas,BR,-15.7472,-41.46,63.37,99,47,2.37,scattered clouds
586,Sorland,NO,67.667,12.6934,35.46,86,100,20.71,light snow
587,Suhut,TR,38.5311,30.5458,38.57,75,36,4.81,scattered clouds
588,Safaga,EG,26.7292,33.9365,73.44,41,4,4.68,clear sky
589,Yeppoon,AU,-23.1333,150.7333,85.78,70,0,10.94,clear sky
590,Half Moon Bay,US,37.4636,-122.4286,50.88,91,20,0.0,mist
591,Falun,SE,60.6036,15.626,32.95,88,73,6.24,broken clouds
592,Kaputa,ZM,-8.4689,29.6619,70.16,86,100,0.56,overcast clouds
593,Linqiong,CN,30.4159,103.4609,55.22,28,1,5.68,clear sky
594,Shumskiy,RU,54.8318,99.1328,23.47,73,100,7.2,overcast clouds
595,Martapura,ID,-3.4167,114.85,84.29,74,40,4.61,light rain
596,Sao Joao Da Barra,BR,-21.6403,-41.0511,74.37,94,34,7.38,scattered clouds
597,Kamalia,PK,30.7333,72.65,71.15,13,79,3.74,broken clouds
598,Catuday,PH,16.2923,119.8062,77.67,65,75,15.03,broken clouds
599,Orangeburg,US,33.4918,-80.8557,40.82,69,0,3.44,clear sky
600,Jiaocheng,CN,24.6774,116.1389,54.99,22,20,7.31,few clouds
601,Yicheng,CN,31.3705,119.8703,42.46,29,0,11.32,clear sky
602,Dno,RU,57.8277,29.9637,16.03,99,99,4.76,overcast clouds
603,Troitskoye,RU,52.9821,84.6757,21.69,71,100,17.11,overcast clouds
604,Wamba,NG,8.9333,8.6,78.08,32,79,1.97,broken clouds
605,Cap-Aux-Meules,CA,47.3821,-61.8597,23.02,68,38,8.05,scattered clouds
606,Lazaro Cardenas,MX,17.9583,-102.2,70.0,67,0,4.12,clear sky
607,Kyrylivka,UA,46.3759,35.3675,36.91,80,100,24.05,overcast clouds
608,Santana Do Livramento,BR,-30.8908,-55.5328,74.44,57,8,1.74,clear sky
609,Nsanje,MW,-16.92,35.262,89.31,49,100,1.41,overcast clouds
610,Nichinan,JP,31.6,131.3667,44.28,47,4,14.92,clear sky
611,Kainantu,PG,-6.2887,145.8655,72.75,67,98,4.14,overcast clouds
612,Bowen,AU,-20.0167,148.2333,82.65,77,100,13.11,overcast clouds
613,Suez,EG,29.9737,32.5263,70.05,47,98,13.6,overcast clouds
614,Bambanglipuro,ID,-7.95,110.2833,82.76,75,98,7.09,light rain
615,Visby,SE,57.6409,18.296,32.83,86,84,13.8,broken clouds
616,Ushtobe,KZ,45.2514,77.9838,19.26,74,4,7.25,clear sky
617,San Rafael,AR,-34.6177,-68.3301,68.68,53,0,1.88,clear sky
618,Gazimurskiy Zavod,RU,51.5461,118.3266,6.37,89,100,0.89,overcast clouds
619,Novo Aripuana,BR,-5.1206,-60.3797,72.03,99,100,2.59,moderate rain
620,Kalevala,RU,65.2,31.1667,26.51,89,100,13.91,overcast clouds
621,Pochutla,MX,15.7432,-96.4661,70.83,59,0,1.52,clear sky
622,Drayton Valley,CA,53.2168,-114.9854,6.17,85,100,14.14,overcast clouds
623,Miquelon,PM,47.0975,-56.3814,28.4,59,100,19.75,overcast clouds
624,Thunder Bay,CA,48.4001,-89.3168,1.38,60,0,11.5,clear sky
625,Jardim,BR,-21.4803,-56.1381,73.31,80,3,3.74,clear sky
626,Ascension,US,30.2169,-90.9001,49.06,85,100,0.0,overcast clouds
627,Banepa,NP,27.6298,85.5214,66.52,28,20,5.75,few clouds
628,Olinda,BR,-8.0089,-34.8553,80.33,69,40,10.36,scattered clouds
629,Ternate,ID,0.8,127.4,80.53,83,95,7.74,light rain
630,Mombasa,KE,-4.0547,39.6636,82.81,65,75,5.75,broken clouds
631,Zenzeli,RU,45.9241,47.0474,31.59,65,100,12.46,overcast clouds
632,Nyon,CH,46.3832,6.2396,34.11,77,75,16.11,broken clouds
633,Hay River,CA,60.8156,-115.7999,-4.02,77,75,16.11,broken clouds
634,Mahibadhoo,MV,3.7833,72.9667,80.24,78,27,11.68,scattered clouds
635,Kargasok,RU,59.0556,80.8572,21.96,94,100,7.4,light snow
636,Mountain Home,US,43.133,-115.6912,33.28,91,0,12.66,clear sky
637,Muncar,ID,-8.4333,114.3333,77.59,92,100,5.35,overcast clouds
638,Nanning,CN,22.8167,108.3167,61.25,16,68,7.45,broken clouds
639,Ilebo,CD,-4.3167,20.5833,73.53,92,100,2.93,overcast clouds
640,Changli,CN,39.7042,119.1506,34.43,19,0,13.42,clear sky
641,Balkhash,KZ,46.844,74.9804,3.81,78,0,11.18,clear sky
642,Libertador General San Martin,AR,-23.8064,-64.7876,75.97,97,100,0.76,very heavy rain
643,Chapais,CA,49.7834,-74.8492,19.18,89,100,16.8,light snow
644,Zheleznodorozhnyy,RU,55.7503,38.0042,27.36,95,100,4.68,overcast clouds
645,Lac Du Bonnet,CA,50.2536,-96.0612,-21.19,100,46,4.0,scattered clouds
646,Nadvoitsy,RU,63.8667,34.3167,23.23,82,100,14.07,overcast clouds
647,Mecca,SA,21.4267,39.8261,76.46,48,0,1.05,clear sky
648,Taltal,CL,-25.4,-70.4833,66.78,82,16,1.86,few clouds
649,Mosquera,CO,4.7059,-74.2302,48.29,93,75,2.3,broken clouds
650,Morehead,US,37.2711,-87.1764,43.86,64,0,4.61,clear sky
651,Concepcion Del Oro,MX,24.6333,-101.4167,45.12,67,95,5.57,overcast clouds
652,Baie-Comeau,CA,49.2168,-68.1489,1.08,92,100,5.75,overcast clouds
653,Roura,GF,4.7263,-52.3274,73.31,94,100,1.14,overcast clouds
654,Havoysund,NO,70.9963,24.6622,37.63,78,100,26.15,overcast clouds
655,Katherine,AU,-14.4667,132.2667,91.72,55,75,6.91,light intensity shower rain
656,Plettenberg Bay,ZA,-34.0527,23.3716,69.8,80,96,10.4,light rain
657,Kozova,UA,49.4354,25.1509,27.54,84,100,8.68,overcast clouds
658,Ayan,RU,56.45,138.1667,-11.9,82,84,6.53,broken clouds
659,Mutare,ZW,-18.9707,32.6709,75.74,45,21,4.94,few clouds
660,Cristalina,BR,-16.7686,-47.6136,61.39,97,100,3.27,overcast clouds
661,Boa Vista,BR,2.8197,-60.6733,75.18,69,0,11.5,clear sky
662,Puri,IN,19.8,85.85,86.52,50,1,8.66,clear sky
663,Nouadhibou,MR,20.931,-17.0347,58.98,55,100,25.32,overcast clouds
664,Labuhan,ID,-6.8844,112.2051,79.68,85,100,14.52,light rain
665,Bakel,SN,14.905,-12.4568,69.46,17,100,9.62,overcast clouds
666,Taytay,PH,14.5678,121.1394,84.13,57,75,13.8,broken clouds
667,Waddan,LY,29.1614,16.139,48.29,36,5,0.11,clear sky
668,Cauquenes,CL,-35.9671,-72.3225,55.87,47,0,4.81,clear sky
669,Ajdabiya,LY,30.7554,20.2263,56.86,57,13,4.12,few clouds
670,Great Bend,US,38.3645,-98.7648,37.04,78,0,11.5,clear sky
671,Guantanamo,CU,20.1444,-75.2092,72.97,83,72,4.88,broken clouds
